,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,Datasets,Typ,Generation,models,method,tsr,transformer,epochs
440,0.1,0.5433333333333333,0.0,0.4,0.30779350562554625,0.030779350562554614,0.0,0.07694837640638655,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,,,,
441,0.6,0.4833333333333334,0.5472439781353169,0.4128333333333333,0.5026246899500346,0.07983901931917721,0.1146317498708344,0.11709395437872436,,,,,,,SimulatedTrainingData_Middle_Box_F_1_TS_50.npy,Middle,Box,CNN,GRAD,True,,
442,0.6,0.7033333333333334,0.6464601135894867,0.6589583333333333,0.5026246899500346,0.13328946646807854,0.0878225947506398,0.21334136412378832,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,mutate_both,100
443,0.8,0.6266666666666666,0.6386686822354962,0.5922499999999999,0.41039134083406165,0.11007705966425287,0.07204987674864635,0.16837525533221065,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,authentic_opposing_information,100
444,0.6,0.6683333333333334,0.6746164199585966,0.6172916666666668,0.5026246899500346,0.07292951014707558,0.15129754503301535,0.129696811034033,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FO,False,,
445,0.6,0.7983333333333333,0.6584480752220049,0.7525416666666666,0.5026246899500346,0.12210387678180494,0.28040213729289365,0.21191611820475278,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FA,False,,
446,0.6,0.7283333333333333,0.6663071742566308,0.6785833333333333,0.5026246899500346,0.10937087502664303,0.17127690258688585,0.20181506429263055,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,SG,False,,
447,0.45,0.6883333333333332,0.6619182320307384,0.6378333333333333,0.5104177855340404,0.10045219397730348,0.14544602176076202,0.1584953925944985,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DLS,False,,
448,0.45,0.6866666666666666,0.6472735723728406,0.6315,0.5104177855340405,0.09575797952794772,0.11853818441087939,0.1388253772914627,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DL,False,,
449,0.8,0.7583333333333332,0.7847182103286097,0.76825,0.41039134083406165,0.0469851289152354,0.052211834289825086,0.05881747711382297,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GS,False,,
450,0.35,0.7416666666666667,0.6683156648779347,0.6875833333333333,0.4893604849295929,0.10861972939588412,0.10696804845193514,0.14945365903459976,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,False,,
451,0.65,0.445,0.5294287750507317,0.3473333333333334,0.4893604849295929,0.06048053188292995,0.10239960647094534,0.08333184209192035,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FO,True,,
452,0.55,0.445,0.5351265781319876,0.34854166666666664,0.5104177855340405,0.07114354158159356,0.10209795591935418,0.09657318339716253,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,FA,True,,
453,0.7,0.54,0.5709147737745897,0.4703333333333333,0.4701623459816272,0.06805570473787205,0.08843258313708259,0.08444625267377635,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,SG,True,,
454,0.75,0.45166666666666677,0.5500372461205029,0.36558333333333337,0.4442616583193193,0.0790846759170971,0.1106449720001673,0.10397934033438695,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DLS,True,,
455,0.7,0.45500000000000007,0.5431068303739224,0.35941666666666666,0.4701623459816272,0.06048053188292995,0.10015984231630548,0.08656459069719614,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,DL,True,,
456,0.6,0.5683333333333332,0.5875459761745951,0.4984583333333334,0.5026246899500346,0.06531524991412822,0.09004871268611593,0.0919895728104439,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GS,True,,
457,1.0,0.5983333333333333,0.9,0.5708333333333334,0.0,0.06441368493587013,0.30779350562554625,0.05424252448022957,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,
458,0.2,0.5533333333333333,0.0,0.425,0.41039134083406165,0.041039134083406155,0.0,0.10259783520851541,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,,,,
459,0.7,0.45500000000000007,0.5473995985127202,0.3610833333333333,0.4701623459816272,0.062384396009716056,0.11143103047743569,0.09373351706952118,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,True,,
460,0.7,0.7350000000000001,0.6524110467512688,0.713875,0.4701623459816272,0.11919564731642382,0.0614556994438291,0.15155246206284456,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,,,mutate_both,100
461,0.6,0.6966666666666665,0.6503879347443422,0.6347083333333333,0.5026246899500346,0.07939832219418408,0.060591820936140704,0.1312527568632771,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,,,authentic_opposing_information,100
462,0.65,0.5683333333333332,0.6362298967167976,0.4835,0.4893604849295929,0.07683429424371532,0.08713239874379236,0.10103398189260893,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,FO,False,,
463,1.0,0.74,0.7989465387978621,0.7431666666666665,0.0,0.08957338786082339,0.09241219466252493,0.13320157964045867,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,FA,False,,
464,0.8,0.7183333333333333,0.7027017455870384,0.7101666666666667,0.41039134083406165,0.08340347924923275,0.06747842851486299,0.1257897856562233,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,SG,False,,
465,0.75,0.6266666666666666,0.664823725618952,0.5665833333333333,0.4442616583193193,0.06975311517074625,0.08353139050962985,0.10127473346016222,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,DLS,False,,
466,0.75,0.5849999999999999,0.614891257317518,0.48083333333333345,0.4442616583193193,0.060673606697703414,0.09536398108155231,0.09554016943991771,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,DL,False,,
467,0.85,0.6333333333333333,0.6749152633994651,0.5675,0.36634754853252327,0.050725727350178794,0.07483151645381421,0.0861633495577879,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,GS,False,,
468,0.65,0.5016666666666666,0.4935787576052613,0.3354166666666666,0.48936048492959283,0.09701690935993777,0.12927642889063137,0.15592571611946637,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,GRAD,False,,
469,0.65,0.4783333333333334,0.552390891432144,0.3955833333333333,0.48936048492959283,0.09445132413883325,0.11052842347154224,0.12748010394012388,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,FO,True,,
470,0.9,0.4766666666666667,0.5824267667749438,0.4055416666666666,0.30779350562554625,0.08924635724051572,0.09616964628651035,0.09942277668317161,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,FA,True,,
471,0.6,0.57,0.6016876749588039,0.5019583333333333,0.5026246899500346,0.05175289917578931,0.08037755045539023,0.08379882054397549,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,SG,True,,
472,0.75,0.51,0.5704167009601309,0.4269583333333332,0.4442616583193193,0.10035026376944152,0.09347042879680971,0.12865029069272108,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,DLS,True,,
473,0.7,0.48500000000000004,0.5459344850199084,0.40545833333333337,0.4701623459816272,0.0812727700887249,0.0907898849711914,0.10312247693174371,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,DL,True,,
474,0.7,0.5649999999999998,0.612748953329098,0.5062499999999999,0.4701623459816272,0.0775916737559985,0.09999190893199575,0.10444734116301568,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,GS,True,,
475,0.9,0.605,0.9,0.5208333333333333,0.30779350562554625,0.07591546545162481,0.30779350562554625,0.08812952323425492,1000,random,uniform,SHAP,10,1,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,,,,
476,0.25,0.5583333333333333,0.0,0.4375,0.4442616583193193,0.044426165831931916,0.0,0.11106541457982982,1000,random,uniform,Lime,10,1,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,,,,
477,0.65,0.5466666666666666,0.5559173838370499,0.4528333333333333,0.48936048492959283,0.13524939061163532,0.10216849932799041,0.13601024428221425,,,,,,,SimulatedTrainingData_Middle_AutoRegressive_F_1_TS_50.npy,Middle,AutoRegressive,CNN,GRAD,True,,
