,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
929,0.05,0.40449999999999997,0.3759270763826089,0.5737097569444444,0.22360679774997894,0.0952377927452729,0.07413736706608695,0.0958988998277264,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,CNN,GRAD,False
930,0.2,0.2482222222222222,0.2457657405653309,0.42459335069444454,0.4103913408340617,0.2015277581301049,0.21066433614660207,0.21456181328556723,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,CNN,FO,True
931,0.45,0.37644444444444447,0.36953838116097626,0.5180402430555555,0.5104177855340405,0.0473640457151912,0.04603487335652867,0.04567635232942828,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,CNN,SG,True
932,0.25,0.34650000000000003,0.34959077304063935,0.4941717708333333,0.4442616583193193,0.06825807675458793,0.057857989814207166,0.07155075555396825,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,CNN,GS,True
933,0.3,0.2791666666666667,0.2864384654051642,0.4636985590277777,0.4701623459816272,0.19944851679368808,0.20697108357668145,0.213026271893234,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,CNN,IG,True
934,0.25,0.20122222222222225,0.1862500850519102,0.37888963541666665,0.4442616583193193,0.1362778665817673,0.16280267568664128,0.14945304236166673,,,SimulatedTrainingData_Moving_Middle_Harmonic_F_50_TS_50.npy,Middle,Harmonic,CNN,GRAD,True
935,0.65,0.3312222222222222,0.28171923875274374,0.3965052951388889,0.48936048492959294,0.3186327393914281,0.1515224573389354,0.33564809699929843,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,,
936,0.8,0.4158333333333334,0.40574896911469177,0.5616666666666668,0.41039134083406165,0.07579500670186443,0.07834108945802473,0.08304610587953166,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,FO,False
937,0.0,0.27149999999999996,0.2144449487759573,0.4626703645833333,0.0,0.15005880372173758,0.14170355699464696,0.15922798735982852,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,SG,False
938,0.2,0.3676666666666667,0.2783532061137643,0.5303067708333333,0.4103913408340617,0.14951900355356745,0.1846509408395192,0.1375429673084402,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,GS,False
939,0.5,0.43427777777777765,0.4183688306987549,0.5839596527777776,0.512989176042577,0.10823906529834859,0.16322844431469716,0.10015390419833155,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,IG,False
940,0.05,0.2829444444444444,0.17431754399024568,0.4721900347222222,0.22360679774997894,0.1591552076338034,0.12640560759986463,0.1593415001071789,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,GRAD,False
941,0.25,0.4528333333333333,0.3706569003391135,0.6026496354166666,0.4442616583193193,0.14105260793983102,0.2101988046530365,0.14995452307694523,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,FO,True
942,0.5,0.34872222222222227,0.35933453837173623,0.49446288194444443,0.512989176042577,0.040755176425309333,0.04880351200346152,0.024334938835250976,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,SG,True
943,0.5,0.3875,0.4055468848664874,0.5149711979166667,0.512989176042577,0.027993025679259147,0.23621824737713928,0.035145427576783635,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,GS,True
944,0.55,0.49172222222222217,0.5259540196383243,0.6540666319444445,0.5104177855340405,0.16799682652716055,0.29220797198594456,0.17665758703018067,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,IG,True
945,0.15,0.43855555555555553,0.3521810355785092,0.5907677604166667,0.36634754853252327,0.12313645315204916,0.19838657515726035,0.13429398013593621,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,LSTM,GRAD,True
946,0.6,0.3397777777777778,0.2819603091133967,0.4169397916666667,0.5026246899500346,0.3748820217274028,0.1654024416006146,0.4047446012394502,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,,
947,1.0,0.5966666666666665,0.5439589594320418,0.7703385416666666,0.0,0.010259783520851539,0.014274750869723686,0.023873248874691683,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,FO,False
948,0.25,0.5097777777777777,0.4373378614443042,0.6640852951388888,0.4442616583193193,0.025325945367783004,0.015092461094353212,0.03172753199533689,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,SG,False
949,1.0,0.6242777777777778,0.5872767930768631,0.7682635763888888,0.0,0.03475015250923664,0.021540469119977087,0.027060164760725126,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,GS,False
950,1.0,0.5226111111111111,0.5228489230883987,0.6714922569444444,0.0,0.028399532800520676,0.02464544909698046,0.029465179474384238,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,IG,False
951,0.0,0.4535,0.4059985691048853,0.6076364062499999,0.0,0.025991139090872212,0.022267817466032694,0.048576149866964985,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,GRAD,False
952,0.7,0.49099999999999994,0.5046645087698217,0.6758201215277777,0.4701623459816272,0.23544709518887355,0.2314353003274086,0.229534970246252,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,FO,True
953,0.6,0.40694444444444444,0.4019871839385522,0.5504119444444443,0.5026246899500346,0.06537230309309827,0.055669911737536645,0.07094060087940536,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,SG,True
954,0.4,0.37722222222222224,0.3770875883819235,0.5189061805555556,0.5026246899500346,0.05554561314542404,0.043401386225461545,0.05893042498771807,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,GS,True
955,0.7,0.5707222222222222,0.5634344995379482,0.7421555902777778,0.4701623459816272,0.2779695887461546,0.2697187363885864,0.2695245988144491,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,IG,True
956,0.6,0.38016666666666676,0.38130409770836204,0.5599483333333334,0.5026246899500346,0.18874066251555233,0.18852650526325818,0.18427263728933727,,,SimulatedTrainingData_Moving_Middle_CAR_F_50_TS_50.npy,Middle,CAR,CNN,GRAD,True
957,0.65,0.27944444444444444,0.3103289150354822,0.4069318923611111,0.48936048492959283,0.1215032013579104,0.07095843326766449,0.14618286826981058,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,,
958,0.85,0.3783333333333333,0.3796986728249093,0.51640625,0.36634754853252327,0.060480531882929955,0.04918194728930273,0.06520606061422528,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,FO,False
959,0.0,0.2861666666666667,0.2631649936352062,0.4822351909722221,0.0,0.1436471359795026,0.1119149941299662,0.1484663011822309,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,SG,False
960,0.1,0.3478333333333333,0.3155584939838729,0.48755647569444455,0.30779350562554625,0.0821727961131458,0.09734316411313391,0.08243915659725698,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,GS,False
961,0.25,0.34344444444444444,0.3209109526040376,0.4848315277777776,0.4442616583193193,0.059370643371509615,0.07815420022537421,0.0576875822776582,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,IG,False
962,0.0,0.2543888888888889,0.16832928968723287,0.4147978472222221,0.0,0.12802821884769208,0.08438552435676253,0.11593433359481718,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,GRAD,False
963,0.0,0.3262777777777778,0.22577339163841903,0.46183994791666655,0.0,0.0736924354919346,0.08113775615892863,0.07295135483932948,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,FO,True
964,0.4,0.3642222222222222,0.36619676670762635,0.5031209375,0.5026246899500346,0.06156777804214989,0.056960027734289514,0.055163014495805525,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,SG,True
965,0.4,0.3646111111111111,0.3730304510251603,0.5111364236111111,0.5026246899500346,0.04385912085451844,0.05636899731985612,0.043712206220837845,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,GS,True
966,0.25,0.4107222222222222,0.3787648218005553,0.5389372048611112,0.4442616583193193,0.12971717873411925,0.18726773880880515,0.13328291593465308,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,IG,True
967,0.05,0.31544444444444447,0.22392883881767528,0.4504300694444444,0.22360679774997896,0.08161614779898925,0.07926477249835735,0.08121504985701286,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,LSTM,GRAD,True
968,0.85,0.28505555555555556,0.3188963304281986,0.4162326215277778,0.36634754853252327,0.07773137713660395,0.049476062388103856,0.10442421335807926,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,,
969,1.0,0.5683333333333332,0.5186586120872254,0.7366145833333334,0.0,0.029568040277433892,0.022245991235083043,0.040219204454849646,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,FO,False
970,0.75,0.5556666666666665,0.47054032832907006,0.7166726909722223,0.4442616583193193,0.04150655396551571,0.0220837265116515,0.040031249249172014,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,SG,False
971,0.85,0.5207777777777777,0.5069839331360907,0.6744735069444444,0.3663475485325232,0.023964181632168152,0.024091482157383267,0.028314077293367546,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,GS,False
972,0.85,0.5032222222222222,0.4995256355779697,0.6599066319444444,0.36634754853252327,0.02773423487813399,0.023076844358409183,0.02873916963462794,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,IG,False
973,0.4,0.51,0.446328019415754,0.6708239236111111,0.5026246899500346,0.045496324352244676,0.025973008228257738,0.04417349390221734,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,GRAD,False
974,0.4,0.3562777777777778,0.3695337981374281,0.5476800520833333,0.5026246899500346,0.18587141761346745,0.190849073229318,0.18580473338043607,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,FO,True
975,0.5,0.3403888888888889,0.3491688805613566,0.4731652083333334,0.512989176042577,0.05893827235352418,0.04991642085487397,0.06270771266559136,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,SG,True
976,0.3,0.35561111111111116,0.35480679511786156,0.4922668055555556,0.4701623459816272,0.048048971931808314,0.04142449528359659,0.042367923722753754,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,GS,True
977,0.6,0.4613333333333333,0.4652112173006035,0.6533032986111111,0.5026246899500346,0.19889643554567418,0.19982515266046108,0.1875066810122351,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,IG,True
978,0.25,0.37066666666666664,0.3561505961025372,0.5363207291666667,0.4442616583193193,0.21444017206300678,0.21678778458676035,0.20293742094421963,,,SimulatedTrainingData_Moving_Middle_Box_F_50_TS_50.npy,Middle,Box,CNN,GRAD,True
979,0.6,0.3850555555555556,0.36282261008814876,0.5213884895833335,0.5026246899500346,0.13164253239467344,0.0609599720754535,0.1478341688715845,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,,
980,0.55,0.39,0.3812686873219786,0.5263020833333332,0.5104177855340404,0.06762469530581769,0.05633729194648917,0.046595628251861476,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,FO,False
981,0.05,0.24083333333333332,0.23195348666694415,0.4250331770833333,0.22360679774997894,0.15163774545921346,0.12122655396143865,0.16237170802302134,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,SG,False
982,0.2,0.34477777777777774,0.33091470432701686,0.4806793923611112,0.4103913408340617,0.04518836469815617,0.04729497501819767,0.04912099707355379,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GS,False
983,0.05,0.33755555555555555,0.3294951421257326,0.47626291666666676,0.22360679774997894,0.04737364782368102,0.046063476515093016,0.05224884943877564,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,IG,False
984,0.0,0.30544444444444446,0.2963623614095987,0.4536868055555556,0.0,0.09999278726424869,0.06444892351233052,0.0966752778514299,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,False
985,0.25,0.36494444444444446,0.3256074805308852,0.5005285243055555,0.4442616583193193,0.08541567892739411,0.14576075265286106,0.0858150891899255,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,FO,True
986,0.45,0.3736111111111111,0.3615627050970917,0.5197792708333332,0.5104177855340405,0.056594811684037405,0.05511482292916824,0.06238359178074544,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,SG,True
987,0.4,0.36566666666666664,0.36414269551141676,0.5033924479166665,0.5026246899500346,0.04131984311076043,0.03700787802093228,0.04488488417663329,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GS,True
988,0.15,0.3672222222222222,0.33734771742559333,0.4980452083333334,0.36634754853252327,0.09349366624018195,0.13001577474312298,0.0863088325272162,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,IG,True
989,0.2,0.37277777777777776,0.3291659379883236,0.5019834722222222,0.41039134083406165,0.08814343853620107,0.14891537376852806,0.08701103867897447,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,LSTM,GRAD,True
990,0.6,0.37372222222222223,0.3572279167665202,0.515311076388889,0.5026246899500346,0.15714694538280055,0.07522212552309077,0.17968336286303294,authentic_opposing_information,100,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,,
991,1.0,0.5583333333333333,0.524730507257017,0.7288020833333333,0.0,0.03398486075054476,0.02404887153837099,0.036095903757796456,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,FO,False
992,0.55,0.5011111111111111,0.46015813147876,0.66566234375,0.5104177855340404,0.0722316682981447,0.04904673460215319,0.0668278452026789,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,SG,False
993,0.4,0.4640555555555556,0.4549233003666259,0.6166439409722222,0.5026246899500346,0.051604880367197827,0.06026228921842835,0.04969289260874061,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,GS,False
994,0.4,0.45588888888888884,0.45269946556198315,0.6082144097222223,0.5026246899500346,0.04106778181316749,0.04908425601117934,0.045321800597047136,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,IG,False
995,0.25,0.469,0.4325034543577025,0.6319366319444445,0.4442616583193193,0.07950700926595813,0.06035949581288983,0.07588014307325754,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,GRAD,False
996,0.3,0.3478333333333334,0.3625207687018358,0.5128939583333334,0.4701623459816272,0.10607626260987306,0.12242560347754093,0.1188840961119278,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,FO,True
997,0.25,0.35983333333333334,0.3582818255940113,0.5067280208333333,0.4442616583193193,0.05483897510332742,0.041837776530918115,0.05261020248374525,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,SG,True
998,0.3,0.3605,0.36036358260462464,0.49913104166666666,0.4701623459816272,0.0427308164801824,0.04139075442457884,0.04973301928846167,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,GS,True
999,0.15,0.3091666666666667,0.31928309878704986,0.4719573958333334,0.36634754853252327,0.12133964970813559,0.1455229975746219,0.125432920676588,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,IG,True
1000,0.15,0.20777777777777778,0.18884383738107996,0.3524254861111111,0.36634754853252327,0.11515337118550466,0.13279648950954018,0.10509029146576677,,,SimulatedTrainingData_Moving_Middle_AutoRegressive_F_50_TS_50.npy,Middle,AutoRegressive,CNN,GRAD,True
1001,0.6,0.4365,0.3910209048684171,0.5801355381944444,0.5026246899500346,0.05955899767481476,0.02793551547249599,0.06844340613026821,authentic_opposing_information,100,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,,
1002,0.1,0.4178333333333333,0.5371611385942545,,0.30779350562554625,0.012248642364200285,0.08083805744068291,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,FO,False
1003,0.2,0.35538888888888887,0.3499127242472273,0.504948732638889,0.41039134083406165,0.06544521887169752,0.057766587830810366,0.0666431882884629,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,SG,False
1004,0.15,0.3648888888888889,0.32671151018611433,0.5131267708333332,0.36634754853252327,0.062315510685501105,0.09495986392053664,0.06364619138605326,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GS,False
1005,0.1,0.3868333333333333,0.33610320032549956,0.5308235069444445,0.30779350562554625,0.03514432325127521,0.06698254851761866,0.03636892817530539,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,IG,False
1006,0.0,0.20811111111111108,0.10246765643017246,0.35831578124999997,0.0,0.09968964184587094,0.08513999957436966,0.090147097179876,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GRAD,False
1007,0.05,0.42316666666666664,0.5363243959467288,,0.22360679774997894,0.010114837691256743,0.0006356298901084348,,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,FO,True
1008,0.4,0.35494444444444445,0.3479854686796737,0.4987989236111111,0.5026246899500346,0.04147613356643231,0.07996631906372079,0.0483836756118431,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,SG,True
1009,0.25,0.3606111111111111,0.30888550858172426,0.5053518055555555,0.4442616583193193,0.044977035509211595,0.17777062964364998,0.03921846366582725,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GS,True
1010,0.15,0.4137222222222222,0.3416751605995236,0.5675497222222223,0.36634754853252327,0.11329048324216101,0.19665029707968923,0.10782792926537195,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,IG,True
1011,0.15,0.37383333333333335,0.30010479185533895,0.5073468402777778,0.36634754853252327,0.11664882904572507,0.1715955103220279,0.11600299604732964,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,LSTM,GRAD,True
1012,0.6,0.48977777777777787,0.40614931998096615,0.6344018749999999,0.5026246899500346,0.14067811266865785,0.07293266609708285,0.17552723633607994,authentic_opposing_information,100,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,,
1013,1.0,0.53,0.4933072950764463,0.6652604166666667,0.0,0.03884291350844528,0.01769653652871093,0.03196777112810843,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,FO,False
1014,0.3,0.6050000000000001,0.49753781846831496,0.7757406076388889,0.4701623459816272,0.05689896201024018,0.037100391222924474,0.029936186873458965,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,SG,False
1015,0.75,0.5757222222222221,0.5480061735703905,0.7327683333333334,0.4442616583193193,0.028195168227393506,0.034913466345923044,0.0268156257307433,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,GS,False
1016,0.55,0.5660555555555555,0.5393365271918642,0.7228138888888889,0.5104177855340404,0.03485880738409901,0.042249953344322064,0.03092685013038292,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,IG,False
1017,0.2,0.6115,0.508670556131928,0.7892670833333334,0.4103913408340617,0.06248927133387663,0.035355705495337175,0.0521160551209374,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,GRAD,False
1018,0.5,0.42400000000000004,0.4351763225787697,0.6239764409722223,0.512989176042577,0.23589691694806236,0.2339716144873197,0.22966770958706526,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,FO,True
1019,0.25,0.3505,0.351397153129297,0.4887370833333334,0.4442616583193193,0.04250822647134071,0.03580625145707324,0.04406518528043585,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,SG,True
1020,0.35,0.36744444444444446,0.3661861781010979,0.5009057638888889,0.4893604849295929,0.05087167409739024,0.04137468013472871,0.04503470996220308,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,GS,True
1021,0.4,0.4235555555555555,0.43915882503450226,0.6245528472222224,0.5026246899500346,0.22558611840296017,0.2321468600776437,0.2311789531645876,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,IG,True
1022,0.3,0.23805555555555555,0.23924509019521056,0.40547598958333325,0.4701623459816272,0.1911532236342955,0.20173301656430492,0.18591813342965352,,,SimulatedTrainingData_Middle_PseudoPeriodic_F_50_TS_50.npy,Middle,PseudoPeriodic,CNN,GRAD,True
1023,0.75,0.15238888888888888,0.2187279864292928,0.24449395833333334,0.4442616583193193,0.05058497954872986,0.03243387242531989,0.02814799818390262,authentic_opposing_information,100,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,,
1024,,,,,,,,,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,FO,False
1025,0.2,0.32305555555555554,0.305401154974969,0.49903145833333334,0.4103913408340617,0.06424234796654547,0.08181819125772498,0.0766900753882625,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,SG,False
1026,0.1,0.3700555555555556,0.3370198775563432,0.5133702083333334,0.30779350562554625,0.04225525792859494,0.10400406185449049,0.046526546524524495,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GS,False
1027,0.35,0.3942777777777777,0.3629206704559017,0.54307875,0.4893604849295929,0.042434484915826125,0.11253387976411877,0.05449107037999353,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,IG,False
1028,0.0,0.236,0.06333810139110872,0.3660125694444445,0.0,0.033553657821709604,0.06795925597536935,0.03603663691389586,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GRAD,False
1029,,,,,,,,,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,FO,True
1030,0.2,0.37883333333333336,0.377750225675514,0.5180404513888889,0.4103913408340617,0.05381178543880291,0.06919465945606923,0.04843087693033209,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,SG,True
1031,0.45,0.35433333333333333,0.4266316014829908,0.48966152777777766,0.5104177855340405,0.052614428654733744,0.2453649923678368,0.05690500973737718,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GS,True
1032,0.2,0.38855555555555554,0.4526443667391916,0.5273228472222222,0.4103913408340617,0.160315681107111,0.2445398009056603,0.14306619750875468,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,IG,True
1033,0.1,0.4283888888888889,0.3974776034799801,0.5571785069444445,0.30779350562554625,0.13493601833770813,0.23227002808923128,0.14589610659880867,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,LSTM,GRAD,True
1034,0.65,0.17238888888888887,0.23052607622162213,0.26120552083333337,0.48936048492959294,0.07960287641613961,0.013305469914596425,0.02227014858873742,authentic_opposing_information,100,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,,
1035,1.0,0.5999999999999999,0.5729558563509229,0.8107291666666667,0.0,1.1390647892519134e-16,0.007315494246597363,0.0026200175493809675,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,FO,False
1036,0.65,0.687111111111111,0.5562547720695414,0.8504864756944445,0.4893604849295929,0.02537669419343533,0.023356137814033544,0.02451133880001588,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,SG,False
1037,0.9,0.6905555555555555,0.6552765282278805,0.833650503472222,0.30779350562554625,0.048003005104111346,0.04912827954171135,0.03935605101526629,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,GS,False
1038,0.75,0.627,0.6237785031249985,0.7810269791666666,0.4442616583193193,0.04124303158499613,0.05070932698307782,0.03868095186933773,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,IG,False
1039,0.6,0.6822222222222222,0.5575223706658641,0.8452473784722223,0.5026246899500346,0.04027843314651329,0.03739599811681444,0.04153240528478433,,,SimulatedTrainingData_Middle_NARMA_F_50_TS_50.npy,Middle,NARMA,CNN,GRAD,False
